experiment,learning_rate,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error
H2-noise,0.05,41085,1.693116845,0.151065661,0,0.070667832
H2-noise,0.2,41085,3.059358272,0.525004067,5,0.005122411
H2-noise,0.5,41085,3.783987892,1.061092642,4,0.050783775
H2-noise,0.8,41085,4.45806693,1.304312636,3,0.080151356
H2-noise,1.0,41085,4.833499543,1.572112713,2,0.087394832
H2-noise,0.05,41086,1.583427066,0.14274406,0,0.071393394
H2-noise,0.2,41086,3.115767129,0.551470577,3,0.026224185
H2-noise,0.5,41086,3.761539414,1.190402457,3,0.015280778
H2-noise,0.8,41086,4.444335515,1.561531723,2,0.031299379
H2-noise,1.0,41086,5.224335634,1.649165374,2,0.047065729
H2-noise,0.05,41087,1.86955702,0.154960043,0,0.095012778
H2-noise,0.2,41087,3.493277319,0.553853016,3,0.059211854
H2-noise,0.5,41087,3.942112466,1.168297032,4,0.022135451
H2-noise,0.8,41087,4.304929691,1.522870956,2,0.010114265
H2-noise,1.0,41087,4.847613345,1.610892683,2,0.001651879
H2-noise,0.05,41088,2.037700505,0.180117071,0,0.09509648
H2-noise,0.2,41088,3.68563348,0.631334065,5,0.047794402
H2-noise,0.5,41088,4.080797825,1.278558176,4,0.031342612
H2-noise,0.8,41088,4.644983211,1.637350832,2,0.062193835
H2-noise,1.0,41088,5.273137396,1.722758556,2,0.087783724
H2-noise,0.05,41089,1.850784734,0.152554159,0,0.088654393
H2-noise,0.2,41089,3.591987195,0.574940053,5,0.026098523
H2-noise,0.5,41089,4.118641732,1.208970696,3,0.055067023
H2-noise,0.8,41089,4.517455763,1.541737009,2,0.081760265
H2-noise,1.0,41089,4.951363041,1.60431488,2,0.096671541
H2-noise,0.05,41090,1.629271433,0.140973979,0,0.075275141
H2-noise,0.2,41090,3.344786738,0.557167355,3,0.030895759
H2-noise,0.5,41090,3.943461153,1.203826961,3,0.041712957
H2-noise,0.8,41090,4.507751494,1.548675192,2,0.08406633
H2-noise,1.0,41090,5.188073387,1.615249146,2,0.098419597
H2-noise,0.05,41091,1.540206303,0.127078439,0,0.080550844
H2-noise,0.2,41091,3.080150695,0.482830283,3,0.051100743
H2-noise,0.5,41091,3.637064115,1.056438896,3,0.006761367
H2-noise,0.8,41091,4.026930794,1.379493836,3,0.000468977
H2-noise,1.0,41091,4.30683976,1.461226252,2,0.007339369
H2-noise,0.05,41092,1.598308506,0.131441895,0,0.078958581
H2-noise,0.2,41092,3.201485067,0.508436955,3,0.036776818
H2-noise,0.5,41092,3.863188297,1.118434796,3,0.007672255
H2-noise,0.8,41092,4.396335102,1.494407786,2,0.01069995
H2-noise,1.0,41092,5.044732181,1.60547858,3,0.041264795
H2-noise,0.05,41093,1.65194258,0.148929595,0,0.06300296
H2-noise,0.2,41093,3.115762177,0.567931745,5,0.002442205
H2-noise,0.5,41093,4.119115332,1.173489236,4,0.024767161
H2-noise,0.8,41093,4.52570631,1.463041492,3,0.009034172
H2-noise,1.0,41093,4.787689195,1.67656087,2,0.002709673
H2-noise,0.05,41094,1.730795783,0.154614018,0,0.074273738
H2-noise,0.2,41094,3.173701058,0.561631392,5,0.006719619
H2-noise,0.5,41094,3.779384179,1.171008063,4,0.063921781
H2-noise,0.8,41094,4.363617505,1.511961907,2,0.0933152
H2-noise,1.0,41094,4.604508423,1.587209698,2,0.101090972
H2-noise,0.05,41095,1.906915426,0.163085617,0,0.092489826
H2-noise,0.2,41095,3.714637248,0.594856187,4,0.038392179
H2-noise,0.5,41095,4.231657421,1.19944025,3,0.054554752
H2-noise,0.8,41095,4.702223077,1.516072517,2,0.123655461
H2-noise,1.0,41095,5.370190413,1.636829774,2,0.163731093
H2-noise,0.05,41096,1.437121566,0.131610854,0,0.059126836
H2-noise,0.2,41096,2.751493699,0.502336097,3,0.006855052
H2-noise,0.5,41096,3.625047783,1.084505255,3,0.006187063
H2-noise,0.8,41096,4.011581215,1.398276286,3,0.007919929
H2-noise,1.0,41096,4.337362197,1.515795478,2,0.009696559
H2-noise,0.05,41097,1.892111459,0.161669546,0,0.100908867
H2-noise,0.2,41097,3.562122394,0.586754799,5,0.067376277
H2-noise,0.5,41097,3.86683657,1.198792005,4,0.028718662
H2-noise,0.8,41097,4.381853022,1.507309971,3,0.039713469
H2-noise,1.0,41097,4.680236645,1.696982418,2,0.053514261
H2-noise,0.05,41098,2.058109276,0.171459442,0,0.102726364
H2-noise,0.2,41098,3.733424358,0.593703964,4,0.069121461
H2-noise,0.5,41098,4.032442333,1.188474503,3,0.037710206
H2-noise,0.8,41098,4.403750297,1.513413313,3,0.00373328
H2-noise,1.0,41098,4.824921436,1.586568014,2,0.030868761
H2-noise,0.05,41099,2.010059916,0.167320467,0,0.09518453
H2-noise,0.2,41099,3.721554341,0.610068294,6,0.035855085
H2-noise,0.5,41099,4.320602806,1.2699165,5,8.6025e-05
H2-noise,0.8,41099,4.753367065,1.637761493,2,0.011404248
H2-noise,1.0,41099,5.257831729,1.722948694,2,0.032535561
