mechanism,severity,signed_parameter,mechanism_direction,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error,observed_fraction_full_sequence,observed_fraction_evaluation_window
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52088,9.543611446,1.128048468,19,0.423871275,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52088,17.143611827,1.328048468,20,0.823870893,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52089,2.364156668,0.936160007,2,0.0818414,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52089,6.086195172,1.08639724,4,0.281832564,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52089,9.910386915,1.198493028,20,0.481832396,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52089,17.510387297,1.398493028,20,0.881832015,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52090,2.273451769,0.835440265,2,0.067660349,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52090,5.748431614,1.023318217,6,0.267658561,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52090,9.590713414,1.144459042,20,0.46765841,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52090,17.190713795,1.344459042,20,0.867658029,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52091,2.276137533,0.834156465,2,0.02005404,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52091,5.683627842,1.027574837,4,0.179945947,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52091,9.552796538,1.162159122,20,0.379945822,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52091,17.152796919,1.362159122,20,0.779945441,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52092,2.11481297,0.819021739,2,0.120934291,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52092,5.519680452,0.992235111,5,0.32093424,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52092,9.323513513,1.094151548,20,0.520934053,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52092,16.923513894,1.294151548,20,0.920933672,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52093,2.520486592,0.866918779,2,0.003329999,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52093,6.068871403,1.030077451,5,0.19666993,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52093,9.883685333,1.137484327,20,0.396669754,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52093,17.483685714,1.337484327,20,0.796669372,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52094,2.378231671,0.874020311,2,0.050080429,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52094,5.262851819,1.067231026,3,0.148030868,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52094,9.104087048,1.187848565,19,0.348030716,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52094,16.704571705,1.388090703,20,0.748030335,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52095,2.20645306,0.836835779,2,0.117863784,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52095,5.53984669,0.995366572,4,0.082136137,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52095,9.379811333,1.115348817,19,0.282135985,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52095,16.979811715,1.315348817,20,0.682135603,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52096,2.349532869,0.915195916,2,0.078990887,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52096,5.587254399,1.05974554,4,0.278990782,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52096,9.392710881,1.162473689,20,0.478990596,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52096,16.992711263,1.362473689,20,0.878990215,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52097,2.049523371,0.709201325,2,0.056325228,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52097,5.295556517,0.897268112,4,0.14367475,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52097,9.148263469,1.023621518,20,0.343674609,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52097,16.748263851,1.223621518,20,0.743674228,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52098,1.933366365,0.806846681,2,0.011128361,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52098,5.064307468,0.958729597,3,0.21112827,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52098,8.918149439,1.085650513,20,0.41112813,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52098,16.531511843,1.29233153,20,0.811127762,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52099,2.198504714,0.793443474,2,0.020878932,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52099,6.146996983,0.972323035,5,0.220878892,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52099,10.06223928,1.129944143,20,0.420878811,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52099,17.694918247,1.346283451,20,0.820878461,1.0,1.0
delay,0.0,0.0,past_reference,52000,2.488091387,0.870540724,2,0.03479456,1.0,1.0
delay,1.0,1.0,past_reference,52000,4.127148434,1.673886993,3,0.005527224,1.0,1.0
delay,3.0,3.0,past_reference,52000,7.234463979,1.673860389,5,0.082604498,1.0,1.0
delay,5.0,5.0,past_reference,52000,10.146872698,1.673853738,7,0.084703086,1.0,1.0
delay,0.0,0.0,past_reference,52001,1.840149378,0.736693556,2,0.018443517,1.0,1.0
delay,1.0,1.0,past_reference,52001,3.356939807,1.535181333,3,0.013519172,1.0,1.0
delay,3.0,3.0,past_reference,52001,6.401762952,1.565544947,5,0.01750813,1.0,1.0
delay,5.0,5.0,past_reference,52001,9.521367784,1.592400757,7,0.014754679,1.0,1.0
delay,0.0,0.0,past_reference,52002,2.465381218,0.735789069,2,0.105893416,1.0,1.0
delay,1.0,1.0,past_reference,52002,3.96918998,1.609716497,3,0.005456294,1.0,1.0
delay,3.0,3.0,past_reference,52002,7.043245567,1.609705215,5,0.080047656,1.0,1.0
delay,5.0,5.0,past_reference,52002,9.908967622,1.609702395,7,0.122331312,1.0,1.0
delay,0.0,0.0,past_reference,52003,2.538859008,0.814967683,2,0.048034455,1.0,1.0
delay,1.0,1.0,past_reference,52003,4.141015974,1.650169921,3,0.01548479,1.0,1.0
delay,3.0,3.0,past_reference,52003,7.264287912,1.650186271,5,0.032511331,1.0,1.0
delay,5.0,5.0,past_reference,52003,10.482378721,1.666300251,7,0.017031151,1.0,1.0
delay,0.0,0.0,past_reference,52004,1.91912236,0.790318023,2,0.050502728,1.0,1.0
delay,1.0,1.0,past_reference,52004,3.387867123,1.519269212,3,0.070952636,1.0,1.0
delay,3.0,3.0,past_reference,52004,6.32446079,1.559365434,5,0.02980605,1.0,1.0
delay,5.0,5.0,past_reference,52004,9.320518841,1.559355004,7,0.010666238,1.0,1.0
delay,0.0,0.0,past_reference,52005,2.244214097,0.869149163,3,0.0759421,1.0,1.0
delay,1.0,1.0,past_reference,52005,3.762156007,1.593907019,4,0.00358611,1.0,1.0
delay,3.0,3.0,past_reference,52005,6.829581327,1.593889761,6,0.000136923,1.0,1.0
delay,5.0,5.0,past_reference,52005,9.924986047,1.593885447,8,0.05093744,1.0,1.0
delay,0.0,0.0,past_reference,52006,2.026997342,0.847093008,2,0.069682547,1.0,1.0
delay,1.0,1.0,past_reference,52006,3.612234718,1.655005716,3,0.019753056,1.0,1.0
delay,3.0,3.0,past_reference,52006,6.742976494,1.654940753,5,0.018614971,1.0,1.0
delay,5.0,5.0,past_reference,52006,9.726530438,1.654924512,7,0.024315196,1.0,1.0
delay,0.0,0.0,past_reference,52007,2.300395483,0.809441692,2,0.101142065,1.0,1.0
delay,1.0,1.0,past_reference,52007,3.832641588,1.633340935,3,0.120846023,1.0,1.0
delay,3.0,3.0,past_reference,52007,6.934308056,1.637134617,5,0.008307929,1.0,1.0
delay,5.0,5.0,past_reference,52007,10.082076407,1.637152836,7,0.029208262,1.0,1.0
delay,0.0,0.0,past_reference,52008,2.227553451,0.812421553,2,0.055563599,1.0,1.0
delay,1.0,1.0,past_reference,52008,3.700990333,1.529042011,3,0.096730203,1.0,1.0
delay,3.0,3.0,past_reference,52008,6.680323345,1.613210806,5,0.00468284,1.0,1.0
delay,5.0,5.0,past_reference,52008,9.821676951,1.634626563,7,0.023052472,1.0,1.0
delay,0.0,0.0,past_reference,52009,2.075197228,0.794459532,2,0.01261579,1.0,1.0
delay,1.0,1.0,past_reference,52009,3.580849617,1.51832687,3,0.014682659,1.0,1.0
delay,3.0,3.0,past_reference,52009,6.846511,1.667133846,5,0.101791514,1.0,1.0
delay,5.0,5.0,past_reference,52009,9.823849623,1.667084229,7,0.043596184,1.0,1.0
delay,0.0,0.0,past_reference,52010,2.102893116,0.765598536,2,0.058184167,1.0,1.0
delay,1.0,1.0,past_reference,52010,3.640575674,1.595877681,3,0.020106735,1.0,1.0
delay,3.0,3.0,past_reference,52010,6.938185333,1.704670415,5,0.083398193,1.0,1.0
delay,5.0,5.0,past_reference,52010,10.282413204,1.728060183,7,0.028164988,1.0,1.0
delay,0.0,0.0,past_reference,52011,2.067514324,0.797954943,2,0.090232111,1.0,1.0
delay,1.0,1.0,past_reference,52011,3.565682337,1.588354393,3,0.033681838,1.0,1.0
delay,3.0,3.0,past_reference,52011,6.860238612,1.68954197,5,0.053359595,1.0,1.0
delay,5.0,5.0,past_reference,52011,10.139170638,1.712025887,7,0.011324004,1.0,1.0
delay,0.0,0.0,past_reference,52012,2.291843119,0.753580726,2,0.009679829,1.0,1.0
delay,1.0,1.0,past_reference,52012,3.868334527,1.586158276,3,0.04073509,1.0,1.0
delay,3.0,3.0,past_reference,52012,7.065485652,1.650813416,5,0.025551603,1.0,1.0
delay,5.0,5.0,past_reference,52012,10.176190739,1.650823873,7,0.101229001,1.0,1.0
delay,0.0,0.0,past_reference,52013,2.360970539,0.788166014,2,0.012669905,1.0,1.0
delay,1.0,1.0,past_reference,52013,3.836351844,1.488089774,3,0.076142236,1.0,1.0
delay,3.0,3.0,past_reference,52013,6.681588792,1.517450609,5,0.093367343,1.0,1.0
delay,5.0,5.0,past_reference,52013,9.675388667,1.554326797,7,0.034167579,1.0,1.0
delay,0.0,0.0,past_reference,52014,1.798991347,0.720290698,1,0.029158267,1.0,1.0
delay,1.0,1.0,past_reference,52014,3.364424134,1.594524534,2,0.008880114,1.0,1.0
delay,3.0,3.0,past_reference,52014,6.543928556,1.606659069,4,0.072479173,1.0,1.0
delay,5.0,5.0,past_reference,52014,9.765551542,1.741809179,6,0.025948598,1.0,1.0
delay,0.0,0.0,past_reference,52015,2.411421949,0.814093428,2,0.079128607,1.0,1.0
delay,1.0,1.0,past_reference,52015,3.887538034,1.555293259,3,0.072706342,1.0,1.0
delay,3.0,3.0,past_reference,52015,6.791523012,1.555255922,5,0.061470359,1.0,1.0
delay,5.0,5.0,past_reference,52015,9.726636913,1.555246588,7,0.039186579,1.0,1.0
delay,0.0,0.0,past_reference,52016,2.046563423,0.767102115,2,0.02463256,1.0,1.0
delay,1.0,1.0,past_reference,52016,3.598322469,1.576477768,3,0.051486272,1.0,1.0
delay,3.0,3.0,past_reference,52016,6.681388661,1.619032373,5,0.058330027,1.0,1.0
delay,5.0,5.0,past_reference,52016,9.651358949,1.618999992,7,0.025416768,1.0,1.0
delay,0.0,0.0,past_reference,52017,2.081227363,0.790193959,2,0.074460028,1.0,1.0
delay,1.0,1.0,past_reference,52017,3.528561586,1.521751619,3,0.022042203,1.0,1.0
delay,3.0,3.0,past_reference,52017,6.719558045,1.650054132,5,0.065479285,1.0,1.0
delay,5.0,5.0,past_reference,52017,10.011076275,1.691627409,7,0.059609038,1.0,1.0
delay,0.0,0.0,past_reference,52018,2.001186227,0.834305957,2,0.077915245,1.0,1.0
delay,1.0,1.0,past_reference,52018,3.526542385,1.603286104,3,0.017888882,1.0,1.0
delay,3.0,3.0,past_reference,52018,6.620309259,1.603274987,5,0.029205649,1.0,1.0
delay,5.0,5.0,past_reference,52018,9.778122011,1.603272208,7,0.086843063,1.0,1.0
delay,0.0,0.0,past_reference,52019,2.09716538,0.752333653,2,0.076806386,1.0,1.0
delay,1.0,1.0,past_reference,52019,3.558927902,1.538596437,3,0.062873295,1.0,1.0
delay,3.0,3.0,past_reference,52019,6.569399947,1.558830575,5,0.055210904,1.0,1.0
delay,5.0,5.0,past_reference,52019,9.745656563,1.642974931,7,0.039389072,1.0,1.0
delay,0.0,0.0,past_reference,52020,2.118503862,0.798866708,2,0.051225357,1.0,1.0
delay,1.0,1.0,past_reference,52020,3.659418008,1.592178596,3,0.022333336,1.0,1.0
delay,3.0,3.0,past_reference,52020,6.81181996,1.625021835,5,0.058345185,1.0,1.0
delay,5.0,5.0,past_reference,52020,9.846283662,1.625005731,7,0.099674317,1.0,1.0
delay,0.0,0.0,past_reference,52021,2.044494027,0.741592729,1,0.030944337,1.0,1.0
delay,1.0,1.0,past_reference,52021,3.633786369,1.620168563,2,0.030849667,1.0,1.0
delay,3.0,3.0,past_reference,52021,6.8558086,1.691138123,4,0.00236281,1.0,1.0
delay,5.0,5.0,past_reference,52021,10.082458527,1.691190852,6,0.054303878,1.0,1.0
delay,0.0,0.0,past_reference,52022,2.306259799,0.782779954,2,0.046051604,1.0,1.0
delay,1.0,1.0,past_reference,52022,3.888463875,1.62826968,3,0.047778101,1.0,1.0
delay,3.0,3.0,past_reference,52022,7.047528307,1.656588287,5,0.090539959,1.0,1.0
delay,5.0,5.0,past_reference,52022,10.072704662,1.656577363,7,0.093335472,1.0,1.0
delay,0.0,0.0,past_reference,52023,2.654576869,0.951844023,2,0.07662765,1.0,1.0
delay,1.0,1.0,past_reference,52023,4.316968778,1.738992709,3,0.055245112,1.0,1.0
delay,3.0,3.0,past_reference,52023,7.439884304,1.739015307,5,0.03854626,1.0,1.0
delay,5.0,5.0,past_reference,52023,10.407707165,1.739020956,7,0.121264905,1.0,1.0
delay,0.0,0.0,past_reference,52024,2.52073826,0.779596323,2,0.044475478,1.0,1.0
delay,1.0,1.0,past_reference,52024,3.992738181,1.516522066,3,0.055542236,1.0,1.0
delay,3.0,3.0,past_reference,52024,7.047386746,1.641726666,5,0.076623886,1.0,1.0
delay,5.0,5.0,past_reference,52024,10.114172435,1.644359824,7,0.001666798,1.0,1.0
delay,0.0,0.0,past_reference,52025,2.109631732,0.83545739,2,0.085609788,1.0,1.0
delay,1.0,1.0,past_reference,52025,3.667498011,1.643521994,3,0.103753999,1.0,1.0
delay,3.0,3.0,past_reference,52025,6.751843719,1.660581246,5,0.092978268,1.0,1.0
delay,5.0,5.0,past_reference,52025,9.953077037,1.691467799,7,0.051231245,1.0,1.0
delay,0.0,0.0,past_reference,52026,2.529305648,0.841541309,2,0.023883851,1.0,1.0
delay,1.0,1.0,past_reference,52026,4.024071605,1.518669826,3,0.001966025,1.0,1.0
delay,3.0,3.0,past_reference,52026,7.171725861,1.608081329,5,0.017575024,1.0,1.0
delay,5.0,5.0,past_reference,52026,10.430742519,1.681394706,7,0.049913808,1.0,1.0
delay,0.0,0.0,past_reference,52027,2.172272378,0.801615923,2,0.042737852,1.0,1.0
delay,1.0,1.0,past_reference,52027,3.795293596,1.66580061,3,0.080624806,1.0,1.0
delay,3.0,3.0,past_reference,52027,6.864004673,1.665768944,5,0.028064345,1.0,1.0
delay,5.0,5.0,past_reference,52027,9.991550156,1.665761028,7,0.063064913,1.0,1.0
delay,0.0,0.0,past_reference,52028,2.859348412,0.86198175,2,0.013600827,1.0,1.0
delay,1.0,1.0,past_reference,52028,4.50776014,1.662050679,3,0.063465465,1.0,1.0
delay,3.0,3.0,past_reference,52028,7.668912431,1.662019128,5,0.117894287,1.0,1.0
delay,5.0,5.0,past_reference,52028,10.595039104,1.66201124,7,0.041495107,1.0,1.0
delay,0.0,0.0,past_reference,52029,2.253922536,0.786558319,2,0.002191636,1.0,1.0
delay,1.0,1.0,past_reference,52029,3.879472928,1.627729321,3,0.037426837,1.0,1.0
delay,3.0,3.0,past_reference,52029,6.968993067,1.627739443,5,0.062652982,1.0,1.0
delay,5.0,5.0,past_reference,52029,10.101558361,1.627741974,7,0.032779735,1.0,1.0
delay,0.0,0.0,past_reference,52030,2.040770353,0.822640145,2,0.023937317,1.0,1.0
delay,1.0,1.0,past_reference,52030,3.668800835,1.652021875,3,0.010983792,1.0,1.0
delay,3.0,3.0,past_reference,52030,6.814031125,1.669839263,5,0.027919733,1.0,1.0
delay,5.0,5.0,past_reference,52030,10.177414274,1.709023898,7,0.048039389,1.0,1.0
delay,0.0,0.0,past_reference,52031,2.157409666,0.762185584,2,0.043056579,1.0,1.0
delay,1.0,1.0,past_reference,52031,3.654783367,1.540433514,3,0.003447054,1.0,1.0
delay,3.0,3.0,past_reference,52031,6.719466565,1.594844603,5,0.007992414,1.0,1.0
delay,5.0,5.0,past_reference,52031,9.780159812,1.594842095,7,0.023289577,1.0,1.0
delay,0.0,0.0,past_reference,52032,2.20483043,0.741817868,2,0.031880123,1.0,1.0
delay,1.0,1.0,past_reference,52032,3.779082333,1.60609789,3,0.055908829,1.0,1.0
delay,3.0,3.0,past_reference,52032,7.021382126,1.676243223,5,0.011852032,1.0,1.0
delay,5.0,5.0,past_reference,52032,10.106022021,1.676256074,7,0.041800861,1.0,1.0
delay,0.0,0.0,past_reference,52033,2.52035576,0.792626923,2,0.02131134,1.0,1.0
delay,1.0,1.0,past_reference,52033,4.076623839,1.577487867,3,0.004470378,1.0,1.0
delay,3.0,3.0,past_reference,52033,7.305396212,1.676628777,5,0.02299567,1.0,1.0
delay,5.0,5.0,past_reference,52033,10.443320802,1.676702019,7,0.051350854,1.0,1.0
delay,0.0,0.0,past_reference,52034,2.386299187,0.84395655,2,0.078917286,1.0,1.0
delay,1.0,1.0,past_reference,52034,3.978799968,1.671404488,3,0.042165428,1.0,1.0
delay,3.0,3.0,past_reference,52034,7.05743748,1.671414755,5,0.021186969,1.0,1.0
delay,5.0,5.0,past_reference,52034,10.152917518,1.671417322,7,0.049108592,1.0,1.0
delay,0.0,0.0,past_reference,52035,2.160057381,0.790865751,2,0.027584677,1.0,1.0
delay,1.0,1.0,past_reference,52035,3.637997162,1.50546852,3,0.116815561,1.0,1.0
delay,3.0,3.0,past_reference,52035,6.767732216,1.660822015,5,0.085154225,1.0,1.0
delay,5.0,5.0,past_reference,52035,9.874965463,1.660866324,7,0.035014048,1.0,1.0
delay,0.0,0.0,past_reference,52036,2.351363092,0.852601227,2,0.019557804,1.0,1.0
delay,1.0,1.0,past_reference,52036,3.983758365,1.651886785,3,0.023952964,1.0,1.0
delay,3.0,3.0,past_reference,52036,7.298687136,1.682706701,5,0.090008943,1.0,1.0
delay,5.0,5.0,past_reference,52036,10.420798592,1.682759687,7,0.011175865,1.0,1.0
delay,0.0,0.0,past_reference,52037,2.367981516,0.731833333,2,0.035670243,1.0,1.0
delay,1.0,1.0,past_reference,52037,3.897986458,1.565642299,3,0.003629714,1.0,1.0
delay,3.0,3.0,past_reference,52037,7.066442983,1.669510853,5,0.016894956,1.0,1.0
delay,5.0,5.0,past_reference,52037,10.395540044,1.724241224,7,0.085200812,1.0,1.0
delay,0.0,0.0,past_reference,52038,2.692802769,0.769708165,2,0.062987907,1.0,1.0
delay,1.0,1.0,past_reference,52038,4.145360424,1.515530917,3,0.072357375,1.0,1.0
delay,3.0,3.0,past_reference,52038,7.168252898,1.580340907,5,0.057222635,1.0,1.0
delay,5.0,5.0,past_reference,52038,10.11903274,1.58034642,7,0.047336792,1.0,1.0
delay,0.0,0.0,past_reference,52039,2.218547592,0.744348886,2,0.097575985,1.0,1.0
delay,1.0,1.0,past_reference,52039,3.671246503,1.550272199,3,0.044677463,1.0,1.0
delay,3.0,3.0,past_reference,52039,6.537025747,1.550274245,5,0.02817482,1.0,1.0
delay,5.0,5.0,past_reference,52039,9.601033249,1.573718534,7,0.007457925,1.0,1.0
delay,0.0,0.0,past_reference,52040,2.539420287,0.880398771,2,0.002285199,1.0,1.0
delay,1.0,1.0,past_reference,52040,4.085382784,1.548258723,3,0.099035071,1.0,1.0
delay,3.0,3.0,past_reference,52040,6.925705148,1.548250452,5,0.063598375,1.0,1.0
delay,5.0,5.0,past_reference,52040,9.919278989,1.593110179,7,0.006159006,1.0,1.0
delay,0.0,0.0,past_reference,52041,2.573681014,0.834649521,3,0.013231841,1.0,1.0
delay,1.0,1.0,past_reference,52041,4.213924653,1.653482194,4,0.008797135,1.0,1.0
delay,3.0,3.0,past_reference,52041,7.40206536,1.67930846,6,0.032466633,1.0,1.0
delay,5.0,5.0,past_reference,52041,10.55366716,1.679305926,8,0.050906076,1.0,1.0
delay,0.0,0.0,past_reference,52042,2.138038877,0.732172433,2,0.045157984,1.0,1.0
delay,1.0,1.0,past_reference,52042,3.643293259,1.550518321,3,0.096537628,1.0,1.0
delay,3.0,3.0,past_reference,52042,6.724465735,1.630764854,5,0.00942828,1.0,1.0
delay,5.0,5.0,past_reference,52042,9.663573249,1.630682034,7,0.049648608,1.0,1.0
delay,0.0,0.0,past_reference,52043,2.357387613,0.819660026,2,0.097032704,1.0,1.0
delay,1.0,1.0,past_reference,52043,3.945866109,1.685522651,3,0.005934593,1.0,1.0
delay,3.0,3.0,past_reference,52043,7.031189627,1.685513993,5,0.011735628,1.0,1.0
delay,5.0,5.0,past_reference,52043,10.180083771,1.685511828,7,0.006086662,1.0,1.0
delay,0.0,0.0,past_reference,52044,2.078998992,0.795133438,2,0.111687563,1.0,1.0
delay,1.0,1.0,past_reference,52044,3.566371923,1.59904904,3,0.119883006,1.0,1.0
delay,3.0,3.0,past_reference,52044,6.557072651,1.599057876,5,0.015840783,1.0,1.0
delay,5.0,5.0,past_reference,52044,9.657401672,1.599060085,7,0.015329275,1.0,1.0
delay,0.0,0.0,past_reference,52045,2.349147228,0.827523665,2,0.05225554,1.0,1.0
delay,1.0,1.0,past_reference,52045,3.832272284,1.535314193,3,0.074523789,1.0,1.0
delay,3.0,3.0,past_reference,52045,6.991212931,1.643840916,5,0.053060479,1.0,1.0
delay,5.0,5.0,past_reference,52045,10.080791961,1.643891409,7,0.114468535,1.0,1.0
delay,0.0,0.0,past_reference,52046,2.365318264,0.732237859,2,0.129068486,1.0,1.0
delay,1.0,1.0,past_reference,52046,3.900696451,1.664461024,3,0.100414564,1.0,1.0
delay,3.0,3.0,past_reference,52046,6.972290569,1.664450002,5,0.05013796,1.0,1.0
delay,5.0,5.0,past_reference,52046,10.043508937,1.664447247,7,0.064464451,1.0,1.0
delay,0.0,0.0,past_reference,52047,1.864531371,0.691373215,2,0.019889643,1.0,1.0
delay,1.0,1.0,past_reference,52047,3.427372581,1.58273813,3,0.045975493,1.0,1.0
delay,3.0,3.0,past_reference,52047,6.607917486,1.624954888,5,0.044450012,1.0,1.0
delay,5.0,5.0,past_reference,52047,9.869007896,1.660282279,7,0.012035439,1.0,1.0
delay,0.0,0.0,past_reference,52048,2.194284796,0.764693828,2,0.023345358,1.0,1.0
delay,1.0,1.0,past_reference,52048,3.763139407,1.592128917,3,0.042696238,1.0,1.0
delay,3.0,3.0,past_reference,52048,6.857139631,1.592189759,5,0.060515795,1.0,1.0
delay,5.0,5.0,past_reference,52048,9.913732526,1.620820788,7,0.004097461,1.0,1.0
delay,0.0,0.0,past_reference,52049,2.086036672,0.790060631,2,0.027741352,1.0,1.0
delay,1.0,1.0,past_reference,52049,3.602546758,1.544326054,3,0.033813116,1.0,1.0
delay,3.0,3.0,past_reference,52049,6.727473389,1.632396725,5,0.003650509,1.0,1.0
delay,5.0,5.0,past_reference,52049,9.897258683,1.632340712,7,0.054918985,1.0,1.0
delay,0.0,0.0,past_reference,52050,2.371939495,0.862711485,2,0.013767476,1.0,1.0
delay,1.0,1.0,past_reference,52050,4.020272989,1.662108223,3,0.013863835,1.0,1.0
delay,3.0,3.0,past_reference,52050,7.033586304,1.6621027,5,0.07412527,1.0,1.0
delay,5.0,5.0,past_reference,52050,9.987166786,1.662101319,7,0.033882559,1.0,1.0
delay,0.0,0.0,past_reference,52051,1.745007602,0.716653193,2,0.023217275,1.0,1.0
delay,1.0,1.0,past_reference,52051,3.355176728,1.633348853,3,0.02584021,1.0,1.0
delay,3.0,3.0,past_reference,52051,6.536164092,1.646771896,5,0.004542981,1.0,1.0
delay,5.0,5.0,past_reference,52051,9.559277482,1.646787821,7,0.035654951,1.0,1.0
delay,0.0,0.0,past_reference,52052,2.227378524,0.808252281,2,0.05480742,1.0,1.0
delay,1.0,1.0,past_reference,52052,3.777660327,1.605087773,3,0.014205365,1.0,1.0
delay,3.0,3.0,past_reference,52052,6.935331454,1.621542537,5,0.004835006,1.0,1.0
delay,5.0,5.0,past_reference,52052,9.940490415,1.621543097,7,0.06555057,1.0,1.0
delay,0.0,0.0,past_reference,52053,2.565818249,0.844836173,2,0.059300896,1.0,1.0
delay,1.0,1.0,past_reference,52053,4.061725854,1.555179558,3,0.099021849,1.0,1.0
delay,3.0,3.0,past_reference,52053,6.946587491,1.555201877,5,0.038843772,1.0,1.0
delay,5.0,5.0,past_reference,52053,10.067423986,1.602526464,7,0.049438827,1.0,1.0
delay,0.0,0.0,past_reference,52054,2.379693637,0.785606131,2,0.035829177,1.0,1.0
delay,1.0,1.0,past_reference,52054,3.864181059,1.52030786,3,0.052921418,1.0,1.0
delay,3.0,3.0,past_reference,52054,6.775533262,1.538536326,5,0.087314962,1.0,1.0
delay,5.0,5.0,past_reference,52054,9.70780291,1.580535444,7,0.093776977,1.0,1.0
delay,0.0,0.0,past_reference,52055,2.337894947,0.740684805,2,0.066171487,1.0,1.0
delay,1.0,1.0,past_reference,52055,3.843191679,1.571496603,3,0.003298751,1.0,1.0
delay,3.0,3.0,past_reference,52055,7.012494136,1.616221651,5,0.041866598,1.0,1.0
delay,5.0,5.0,past_reference,52055,10.220218527,1.702256787,7,0.002107463,1.0,1.0
delay,0.0,0.0,past_reference,52056,1.896129298,0.731372196,2,0.033456304,1.0,1.0
delay,1.0,1.0,past_reference,52056,3.41542041,1.552746295,3,0.004432612,1.0,1.0
delay,3.0,3.0,past_reference,52056,6.568188103,1.614258073,5,0.063293367,1.0,1.0
delay,5.0,5.0,past_reference,52056,9.773244137,1.738439172,7,0.107273267,1.0,1.0
delay,0.0,0.0,past_reference,52057,2.411754363,0.737905571,2,0.009020338,1.0,1.0
delay,1.0,1.0,past_reference,52057,3.982071948,1.579365343,3,0.04782552,1.0,1.0
delay,3.0,3.0,past_reference,52057,7.021201289,1.603309305,5,0.050797002,1.0,1.0
delay,5.0,5.0,past_reference,52057,10.124421135,1.614288503,7,0.063515876,1.0,1.0
delay,0.0,0.0,past_reference,52058,2.23070043,0.762559062,2,0.117968576,1.0,1.0
delay,1.0,1.0,past_reference,52058,3.671660691,1.558900288,3,0.035937152,1.0,1.0
delay,3.0,3.0,past_reference,52058,6.822087042,1.651695151,5,0.095828206,1.0,1.0
delay,5.0,5.0,past_reference,52058,10.066941961,1.698282015,7,0.112191251,1.0,1.0
